property_name,sale_price,prop_location,prop_area,prop_bathrooms,number_of_rooms
Villa for Sale 3BR | End Unit | Full Sea View | Trump Cliff | 716K OMR,"OMR 716,000","Yiti, Muscat•",166 SQM,3,3
5 bedroom villa for sale in sultan haitham city muscat,"OMR 178,000","Sultan Haitham City, Muscat•",249.3 SQM,5,5
4 bedroom villa for sale in sultan haitham city,"OMR 349,549","Sultan Haitham City, Muscat•",388 SQM,5,4
Apartment for Sale with 2BHK,"OMR 122,994","Yiti, Muscat•",88 SQM,2,2
Apartment for Sale in Aida Muscat with 1 BHK,"OMR 83,852","Yiti, Muscat•",58 SQM,1,1
Vila for Sale with 2 bedrooms in Salalah,"OMR 155,338","Salalah, Dhofar•",110 SQM,3,2
Apartment for Sale with 1 BHK in Muscat Bay,"OMR 89,000","Qantab, Muscat•",84 SQM,1,1
من أجمل الفرص – أرض سكنية على شارعين قرب محطة المها بالأنصب,"OMR 130,000","Ansab, Muscat•",796 SQM,not mentioned,not mentioned
للبيع – أرضين شبك سكني تجاري في مرتفعات غلا (المرحلة الثانية,"OMR 1,100,000","Ghala, Muscat•","7,830 SQM",not mentioned,not mentioned
سوبر كورنر – مرتفعات غلا بجانب فندق الوقت,"OMR 950,000","Ghala, Muscat•","2,003 SQM",not mentioned,not mentioned
للبيع أرض سكنية – مرتفعات المنى قرب منتزه بوشر,"OMR 135,000","Bosher, Muscat•",600 SQM,not mentioned,not mentioned
للبيع أرض سكنية – الأنصب موقع راقٍ ومكتمل الخدمات,"OMR 185,000","Ansab, Muscat•",900 SQM,not mentioned,not mentioned
"1 BR Great Cozy Furnished Apartment in Marsa Garden, Al Mouj","OMR 100,000","The Wave (Almouj), Muscat•",90.83 SQM,1,1
2 BR Off Plan Duplex Apartment with Private Garden in Ghala Heights,"OMR 59,000","Ghala, Muscat•",139 SQM,3,2
5 BR + Maid’s Room Modern Furnished Twin Villa in Bosher,"OMR 240,000","Bosher, Muscat•",404 SQM,5,5
2 BR Cozy Semi-Furnished Apartment in Al Hail View Building,"OMR 57,000","Al Hail, Muscat•",84 SQM,2,2
"6 BR + 1 Maid’s Room Elegant Villa in Ansab Heights, Phase One","OMR 250,000","Ansab, Muscat•",640 SQM,7,6
2 BR Fully Furnished Apartment in Bowsher Near Dunes,"OMR 46,000","Bosher, Muscat•",81.95 SQM,2,2
4 + 1 BR Standalone Villa in Aida – Dar Global,"OMR 491,410","Yiti, Muscat•",384 SQM,5,4
1 BR Fully Furnished Apartment in Muscat Grand Mall,"OMR 70,000","Al Ghubrah, Muscat•",71 SQM,1,1
4 BR + 1 Maid’s Room Brand New Villa with Swimming Pool in MSQ,"OMR 265,000","Madinat As Sultan Qaboos, Muscat•",387 SQM,4,4
1 BR Off Plan Smart Apartment for Sale In Ghala,"OMR 35,336","Ghala, Muscat•",88.34 SQM,2,1
193 SQ M Freehold Office Space For Sale in Al Khoud,"OMR 212,438","Al Khoud, Muscat•",193 SQM,not mentioned,not mentioned
"1 BR Luxury Flat with Shared Pool, Gym, and Parking","OMR 49,000","Qurum, Muscat•",68 SQM,1,1
7 BR Stunning Villa in Bawshar Heights with Elevator,"OMR 345,000","Bosher, Muscat•",550 SQM,8,7
2 BR + Maid’s Room Overlooking the Marina Freehold Apartment in Al Mou,"OMR 200,000","The Wave (Almouj), Muscat•",145 SQM,3,2
2 BR Elegant Freehold Apartment in Al Mouj with Building Amenities,"OMR 170,000","The Wave (Almouj), Muscat•",60.6 SQM,2,2
1 BR Cozy Freehold Penthouse Apartment – Muscat Hills,"OMR 65,000","Muscat Hills, Muscat•",79 SQM,2,1
1 BR Amazing Freehold Apartment in Jebel Sifah,"OMR 55,000","Al Sifah, Muscat•",77.1 SQM,1,1
5 BR Amazing Villa in Mawaleh for Sale,"OMR 120,000","Al Mawaleh, Muscat•",370 SQM,5,5
2 BR Impressive Semi Furnished Freehold Apartment in Muscat Bay,"OMR 125,000","Qantab, Muscat•",106 SQM,2,2
3 + 1 BR Freehold Amazing Villa for Sale in Al Mouj,"OMR 330,000","The Wave (Almouj), Muscat•",256 SQM,4,3
100 SQM Freehold Smart Offices in Muscat Hills,"OMR 130,000","Muscat Hills, Muscat•",100 SQM,not mentioned,not mentioned
98 SQM Freehold Retail Shops for Sale in Muscat Hills,"OMR 108,000","Muscat Hills, Muscat•",98 SQM,not mentioned,not mentioned
6 BR Spacious Freehold Villa in Al Mouj for Sale,"OMR 480,000","The Wave (Almouj), Muscat•",459 SQM,6,6
2 BR + Maid’s Room Elegant Flat in Qurum,"OMR 52,500","Qurum, Muscat•",100 SQM,2,2
3 + 1 BR Freehold Elegant Townhouse for Sale – Al Mouj,"OMR 195,000","The Wave (Almouj), Muscat•",202 SQM,3,3
4 + 1 BR Freehold Villa For Sale with Private Pool in Barr al Jissah,"OMR 500,000","Barr Al Jissah, Muscat•",389 SQM,5,4
2 BR Amazing Apartment in Muscat Hills for SALE,"OMR 95,000","Muscat Hills, Muscat•",142 SQM,3,2
أرض راقية للبيع – القرم مقابل كراون بلازا,"OMR 1,000,000","Qurum, Muscat•","2,394 SQM",not mentioned,not mentioned
أرض سكنية أول خط على ملعب الجولف – بوشر المنى,"OMR 750,000","Bosher, Muscat•","2,957 SQM",not mentioned,not mentioned
أرض سكنية مرتفعة للبيع – بوشر المنى,"OMR 670,000","Bosher, Muscat•","3,363 SQM",not mentioned,not mentioned
أرض سكنية مرتفعة للبيع – الأنصب الثانية,"OMR 120,000","Ansab, Muscat•",600 SQM,not mentioned,not mentioned
أرض كبيرة للبيع – بوشر الضباط الثالثة مقابل منتزه بوشر,OMR 200,"Bosher, Muscat•","3,423 SQM",not mentioned,not mentioned
أرض كبيرة للبيع – بوشر المنى مقابل ملعب الجولف,"OMR 440,000","Bosher, Muscat•","2,187 SQM",not mentioned,not mentioned
فرصة – أرض سكني تجاري مقابل محطة عمان مباشرة في المعبيلة,"OMR 550,000","Al Maabilah, Muscat•","1,000 SQM",not mentioned,not mentioned
Luxurious 3 BHK Villa | 3 Years Payment Plan | La Vie Residences,"OMR 414,750","Muscat - Other, Muscat•",355 SQM,5,3
20/80 Payment Plan | Sea View | The Great Escape 2,"OMR 137,010","Yiti, Muscat•",91.34 SQM,2,2
Hot Deal | Golf / Pool View| Highest Floor| 20/80 Payment Plan,"OMR 88,380","Yiti, Muscat•",51.32 SQM,2,1
لمحبي الفرص  – سكني تجاري ثاني خط شارع نستو بالمعبيلة 5/2,"OMR 190,000","Al Maabilah, Muscat•",400 SQM,not mentioned,not mentioned
فرصة استثمارية  للبيع– أرض سكني تجاري ثاني خط البحر في سور الحديد,"OMR 160,000","Al Seeb, Muscat•",945 SQM,not mentioned,not mentioned
MUSCAT HILLS | 4+1 BR COMMUNITY VILLA WITH PRIVATE POOL FOR SALE,"OMR 253,000","Muscat Hills, Muscat•",365 SQM,6,5
AL MOUJ | INDEPENDENT 3+1 BR GHADEER COMMUNITY VILLA FOR SALE,"OMR 329,000","The Wave (Almouj), Muscat•",335 SQM,4,4
MUSCAT HILLS | FULLY FURNISHED 2 BHK  APARTMENT FOR SALE,"OMR 85,000","Muscat Hills, Muscat•",135 SQM,3,2
AL HAIL NORTH | AMAZING 79 SQM 1BHK APARTMENT FOR SALE,"OMR 39,000","Al Hail, Muscat•",79 SQM,1,1
ALEFA – شقق سكنية راقية مقابل البحر في قلب الحيل اقساط لمده 10 سنوات,"OMR 54,700","Al Hail, Muscat•",68 SQM,2,1
1bedroom apartment for sale almouj marina- غرف واحده للبيع مرسى الموج,"OMR 103,000","The Wave (Almouj), Muscat•",91 SQM,1,1
Marvelous Marina View | 30/70 Payment Plan | The Sustainable City Yiti,"OMR 84,620","Yiti, Muscat•",58.44 SQM,2,1
AL MOUJ | BRAND NEW 126 SQM FURNISHED 2BHK SEA VIEW APARTMENT FOR SALE,"OMR 254,000","The Wave (Almouj), Muscat•",126 SQM,3,2
AL MOUJ | BRAND NEW 126 SQM FURNISHED 2BHK SEA VIEW APARTMENT,"OMR 254,000","The Wave (Almouj), Muscat•",126 SQM,3,2
فيلا للبيع في بركاء مزارع الحرث--Villa for sale in Barka,"OMR 59,000","Barka, Al Batinah•",300 SQM,6,4
للراغبين في المساحات الكبيرة – أرض سكني تجاري نادرة في مرتفعات غلا,"OMR 1,500,000","Ghala, Muscat•","9,801 SQM",not mentioned,not mentioned
Villa for sale in Azaiba close to Sultan shopping center,"OMR 260,000","Azaiba, Muscat•",663 SQM,5,4
Huge 2+1 beautiful top floor apartment for sale,"OMR 135,000","The Wave (Almouj), Muscat•",138 SQM,2,3
2 BR Freehold Off Plan Apartment in Qurum,"OMR 64,977","Qurum, Muscat•",89 SQM,2,2
7 Yr installment Villa Freehold – HandOver : 2026 | ROI : 9% شراء فيلا,"OMR 274,733","Yiti, Muscat•",238 SQM,5,3
Pool View | Big Terrace | 20/80 Payment Plan | Hay Alwafa,"OMR 88,242","Sultan Haitham City, Muscat•",116.48 SQM,3,2
Luxurious 1 BHK Apartment for Sale in La Vie Residences | Payment Plan,"OMR 113,006","Muscat - Other, Muscat•",105 SQM,2,1
Cofee Shop for sale,"OMR 1,500","Al Seeb, Muscat•",40 SQM,not mentioned,not mentioned
أرض س ت سوبركورنر بواجهة متميزة ومداخل مباشرة – فرصة  في مرتفعات غلا,OMR 250,"Ghala, Muscat•","8,144 SQM",not mentioned,not mentioned
واجهة رئيسية نادرة على شارع السلطان قابوس – أرض س ت  بموقع استراتيجي,OMR 600,"Ghala, Muscat•","12,864 SQM",not mentioned,not mentioned
واجهة ذهبية على شارع الجامع الأكبر  أرض س ت سوبر كورنر بموقع استراتيجي,OMR 500,"Ghala, Muscat•","6,753 SQM",not mentioned,not mentioned
فرصة فریدة لامتلاک فلة | تقسیط | جزیرة جنان | مسقط موج,"OMR 629,000","The Wave (Almouj), Muscat•",676 SQM,6,5
Oman's Permanent Residence | villa | Pre-sale |Al mouj muscat,"OMR 605,000","The Wave (Almouj), Muscat•",722 SQM,6,5
للبيع أرض سكني تجاري – موقع حيوي  في مرتفعات غلا,"OMR 2,000,000","Ghala, Muscat•","4,932 SQM",not mentioned,not mentioned
شقة للبیع | موج مسقط | تملک حر | غرفة نوم | صالة واسعة,"OMR 105,000","The Wave (Almouj), Muscat•",99 SQM,1,1
Luxury Pent House ALMouj Muscat |  بينت هاوس | الموج |تقسیط,"OMR 950,000","The Wave (Almouj), Muscat•",755 SQM,5,4
افخم فلة فی زنیرا | 6غرف نوم | luxurious villa | Muscat MOUJ | 6-BR,"OMR 1,490,000","The Wave (Almouj), Muscat•",933 SQM,6,6
|فلة 3غرف نوم|حوض سباحة|تملک حر|3-BR villa|swimming pool|freehold,"OMR 455,000","The Wave (Almouj), Muscat•",525 SQM,5,3
Apartment for sale|Almouj muscat|Exceptional price|Family residence,"OMR 89,000","The Wave (Almouj), Muscat•",104 SQM,1,1
شقة فاخرة للبیع | 2 غرف نوم | موج مسقط | اقامة دائمة عائلیة| تقسیط,"OMR 150,000","The Wave (Almouj), Muscat•",119 SQM,2,2
شقه للبیع | موج مسقط | غرفتین نوم | تملک حر | اقامة دائمة,"OMR 135,000","The Wave (Almouj), Muscat•",150 SQM,2,2
شقه قیدالانشاء | 1 غرفة نوم | امتلاک حر | موج مسقط | طابق الارضی,"OMR 149,000","The Wave (Almouj), Muscat•",188 SQM,2,1
2-BR apartment / view full Marina Bay / Permanent family visa,"OMR 190,000","The Wave (Almouj), Muscat•",150 SQM,3,2
فرصة استثمارية مميزة للبيع – أرض سكني تجاري في قلب غلا الأولى,"OMR 410,000","Ghala, Muscat•",622 SQM,not mentioned,not mentioned
Limited Offer: Studio for Sale in Yiti - عرض محدود وبيع استوديو,"OMR 63,639","Yiti, Muscat•",53 SQM,1,Studio
للبيع أرض سكني تجاري في موقع حيوي – مرتفعات غلا,"OMR 400,000","Ghala, Muscat•","2,000 SQM",not mentioned,not mentioned
فرصة استثمارية للبيع في مرتفعات غلا – أرض سكني تجاري بمساحة كبيرة,"OMR 1,500,000","Ghala, Muscat•","9,801 SQM",not mentioned,not mentioned
3 + 1 BR Courtyard Townhouse in Yiti,"OMR 238,891","Yiti, Muscat•",253.74 SQM,4,3
1 BR Fantastic Freehold Brand-New Apartment in Hawana Salalah,"OMR 66,950","Salalah, Dhofar•",78 SQM,1,1
5 + 1 BR Freehold Villa with Park View in Haitham City - Great Offer!,"OMR 233,300","Al Maabilah, Muscat•",600 SQM,5,5
2 Bedroom Marina View Apartment for Sale,"OMR 255,000","The Wave (Almouj), Muscat•",157 SQM,4,2
1Bedroom Apartment for Sale in Al Mouj – Murooj Lanes,"OMR 80,000","The Wave (Almouj), Muscat•",64 SQM,1,1
"شقق للبيع في مدينة السلطان هيثم | Apartments For Sale, Sultan Haitham","OMR 50,510","Sultan Haitham City, Muscat•",67 SQM,1,1
"تاون هاوس للبيع, مدينة السلطان هيثم | Townhouse for Sale, Sultan Haith","OMR 111,700","Sultan Haitham City, Muscat•",147 SQM,3,3
"تاون هاوس للبيع في هوانا صلالة | Townhouse for Sale, Hawana Salalah","OMR 72,000","Salalah, Dhofar•",78 SQM,2,1
studio Apartment for Sale in Lavie – Muscat Hills,"OMR 65,000","Muscat Hills, Muscat•",46 SQM,1,Studio
"HOT SALE! Exclusive Luxury Villa for Sale in Aida, Muscat","OMR 430,000","Yiti, Muscat•",288 SQM,4,4
| شقة في ابتاون مسقط غرفتين للبيع Apartment 2 Bedroom in Uptown Muscat,"OMR 87,735","Al Khoud, Muscat•",133 SQM,2,2
شقة في ابتاون مسقط 3 غرف للبيع Bedroom Apartment in Uptown Muscat3,"OMR 113,925","Al Khoud, Muscat•",173 SQM,3,3
شقة في ابتاون مسقط غرفة وصالة للبيع one Bedroom Apartment in Uptown,"OMR 51,101","Al Khoud, Muscat•",57 SQM,1,1
4-Bedroom Duplex Apartment for Sale in Uptown Muscat,"OMR 222,240","Al Khoud, Muscat•",360 SQM,4,4
Apartment for sale |Unbelievable price|freehold |mouj muscat|1-BKH,"OMR 93,000","The Wave (Almouj), Muscat•",107 SQM,2,1
شقة فاخرة|1غرفة نوم|للبیع/تملک حرluxury  Apartment for sale /freehold,"OMR 125,000","The Wave (Almouj), Muscat•",120 SQM,1,1
سعر ما یتکرر فی الموج|شقة فاخرة للبیع | قریبة لماریناا1 غرفة نوم واسعة,"OMR 89,000","The Wave (Almouj), Muscat•",104 SQM,1,1
Don’t miss this great opportunity 1 BHK apartment for sale In Almouj,"OMR 127,000","The Wave (Almouj), Muscat•",93 SQM,1,1
Luxury Tumbazi 6 BHK Villa for Sale in Prime Location – Al Mouj Muscat,"OMR 480,000","The Wave (Almouj), Muscat•",619 SQM,6,6
beautiful marina & sea view 2 BHK in Almouj for sale,"OMR 179,500","The Wave (Almouj), Muscat•",133 SQM,2,2
6 BR Spacious Furnished Well Maintained Villa in Al Amerat,"OMR 80,000","Al Amarat, Muscat•",600 SQM,5,6
للبيع فرصة مميزة للاستثمار في قلب غلا – المرحلة الأولى,"OMR 850,000","Ghala, Muscat•","1,000 SQM",not mentioned,not mentioned
فرصة استثمارية نادرة – أرض سكني تجاري في غلا الأولى,"OMR 750,000","Ghala, Muscat•","1,212 SQM",not mentioned,not mentioned
فرصة مميزة – أرض سكني تجاري في قلب مرتفعات غلا,"OMR 450,000","Ghala, Muscat•",622 SQM,not mentioned,not mentioned
للبيع – أرض سكني تجاري بموقع استراتيجي في مرتفعات غلا الرابعة – بوشر,"OMR 2,000,000","Ghala, Muscat•","5,000 SQM",not mentioned,not mentioned
فرصة ذهبية – أرض سكني تجاري مميزة بموقع مركزي في مرتفعات غلا,"OMR 3,000,000","Ghala, Muscat•","5,000 SQM",not mentioned,not mentioned
استراحة راقية للبيع بولايه بركاء منطقة ابواالنخيل,"OMR 220,000","Barka, Al Batinah•","1,214 SQM",5,4
استمتع بالراحة والفخامة شقة  بحي حيوي وقرب البحر مقدم 17 % فقط,"OMR 94,000","Al Seeb, Muscat•",126 SQM,3,3
سوبر كورنر – أرض سكني تجاري نادرة بموقع استثنائي في غلا المرحلة  2,"OMR 3,000,000","Ghala, Muscat•","11,980 SQM",not mentioned,not mentioned
استثمر في المستقبل شقة باطلالة بحرية وبأقساط ميسرة يبدأ من 17% فقط,"OMR 135,000","Al Seeb, Muscat•",178 SQM,4,3
فرصة نادرة – أرض سكني تجاري أول خط على شارع النخلة في غلا الرابعة,"OMR 1,450,000","Ghala, Muscat•","2,156 SQM",not mentioned,not mentioned
موقع حيوي تصميم عصري وخطة تقسيط مريحة 10  سنوات حلمك العقاري اصبح واقع,"OMR 129,000","Al Seeb, Muscat•",170 SQM,3,3
للبيع – أرض سكني تجاري في مرتفعات غلا(مرحلة 2),"OMR 550,000","Ghala, Muscat•","3,958 SQM",not mentioned,not mentioned
Furnished 2-Bedroom Apartment for Sale in Jebel Sifah,"OMR 82,000","Al Sifah, Muscat•",110 SQM,2,2
فرصتك للسكن او الاستثمار مقدم ١٧٪ وتقسيط ع ١٠ سنوات ف الحيل الشمالية,"OMR 54,500","Al Seeb, Muscat•",68 SQM,1,2
تملك عقارك الفاخر الان بقدم ١٧٪ فقط واقساط مريحة  10 سنوات في الحيل,"OMR 69,270","Al Seeb, Muscat•",102 SQM,2,3
1BR Apartment for Sale|ALMOUJ Muscat| 4 Years Installment |freehold,"OMR 142,500","The Wave (Almouj), Muscat•",86 SQM,2,1
فيلافاخرة للبيع/بإطلالة بحیره/Luxury villa for sale/lake view/,"OMR 450,000","The Wave (Almouj), Muscat•",630 SQM,5,4
افخم فلة|5غرف نوم|موج مسقط|تقسیطlagoon view|luxuriou villa|Mouj Muscat,"OMR 1,406,000","The Wave (Almouj), Muscat•","1,001 SQM",6,6
شقة 2غرفة نوم|اطلاله خلیج مارینا|2-BR apartment| full Marina view,"OMR 245,000","The Wave (Almouj), Muscat•",223 SQM,3,2
فلة راقیة للبیع / 4غرف نوم/مع اقامة دائمة للجنسیات المختلفه /موج مسقط,"OMR 355,000","The Wave (Almouj), Muscat•",543 SQM,6,4
فلة راقیة/4غرف نوم /موج مسقط Luxurious villas/4 bedrooms/Mouj Muscat,"OMR 355,000","The Wave (Almouj), Muscat•",465 SQM,4,4
بیع عاجل/فیلا راقیه 6غرف نوم/luxury villa for sale/muscat mouj,"OMR 470,000","The Wave (Almouj), Muscat•",588 SQM,7,6
"Luxury apartment for sale in Al Mouj, Marsa Gardens","OMR 155,000","The Wave (Almouj), Muscat•",145 SQM,3,2
Luxury apartment for sale in Marsa 2 in Al Mouj,"OMR 265,000","The Wave (Almouj), Muscat•",181 SQM,3,3
MADINAT SULTAN QABOOS | HIGH QUALITY 4+1 BR INDEPENDENT VILLA,"OMR 419,000","Madinat As Sultan Qaboos, Muscat•",720 SQM,6,5
Luxury apartment for sale in Al Mouj Lagoon,"OMR 143,000","The Wave (Almouj), Muscat•",130 SQM,2,2
فیلا للبیع | موج مسقط | 4 غرف نوم | امتلاک حر | طابقین,"OMR 299,999","The Wave (Almouj), Muscat•",276 SQM,5,4
تملک شقة علی تقسیط | موج مسقطmoujmuscat Apartment |4-years installment,"OMR 240,000","The Wave (Almouj), Muscat•",126 SQM,3,2
مشروع موج الجدید| اطلالة البحر|ابتدا من 79الف New project |mouj muscat,"OMR 79,000","The Wave (Almouj), Muscat•",72 SQM,2,1
أول خط على الجولف – أرض سكنية مميزة في بوشر المنى (الضباط الرابعة,"OMR 750,000","Bosher, Muscat•","2,957 SQM",not mentioned,not mentioned
بیع عاجل| شقة 1غرفة| freehold| muscat mouj|Immediate sale,"OMR 88,740","The Wave (Almouj), Muscat•",107 SQM,2,1
امتلک شقتک | تقسیط 4سنوات | موج مسقط | 1 غرفة نوم,"OMR 148,000","The Wave (Almouj), Muscat•",86 SQM,2,1
Exclusive Standalone|Villa for Sale|Al Mouj Muscat|Lake View|free hold,"OMR 570,000","The Wave (Almouj), Muscat•",840 SQM,6,5
"vila for seal | 3-year installments |Free hold | View sea, golf course","OMR 460,950","The Wave (Almouj), Muscat•",314 SQM,5,4
5 BR + Maid’s Room Villa | Prime Location – Al Qurum 20,"OMR 120,000","Qurum, Muscat•",400 SQM,6,5
Modern Townhouse in Hawana Salalah بيت عصري للبيع، هوانا صلالة,"OMR 71,000","Salalah, Dhofar•",77 SQM,1,1
قصر وجد في منتجع خليج مسقط | Wajd Mansion in Muscat Bay Resort,"OMR 1,100,000","Qantab, Muscat•",750 SQM,5,5
شقة غرفتين للبيع في جمان الموج | Sea View 2 Bedrooms Apartment Al Mouj,"OMR 220,000","The Wave (Almouj), Muscat•",122 SQM,2,2
Sea View Duplex 3+1 Bedrooms in Jebel sifah شقة 3+1 غرف للبيع جبل سيفة,"OMR 147,500","Al Sifah, Muscat•",162 SQM,3,3
One Bedroom Apartment in Jebel Sifah,"OMR 56,000","Al Sifah, Muscat•",77 SQM,1,1
"فيلا للبيع في مدينة السلطان هيثم | Villa For Sale, Sultan Haitham City","OMR 175,000","Sultan Haitham City, Muscat•",333 SQM,3,4
